id,host_id,neighbourhood_group,neighbourhood,room_type,price,last_review
11167618,58098561,Brooklyn,Park Slope,Entire home/apt,125,08/03/2018
11168007,6032945,Brooklyn,Greenpoint,Entire home/apt,110,
11168411,23435560,Brooklyn,Bedford-Stuyvesant,Private room,38,
11173173,2856748,Manhattan,Upper East Side,Entire home/apt,138,30/08/2016
11175261,32124237,Brooklyn,Prospect-Lefferts Gardens,Entire home/apt,100,23/10/2016
11176819,58164974,Manhattan,Hell's Kitchen,Private room,150,02/01/2018
11178582,6980995,Manhattan,Chinatown,Private room,90,19/05/2017
11183567,45595980,Manhattan,Upper East Side,Entire home/apt,154,20/05/2019
11183878,20609201,Brooklyn,Crown Heights,Private room,75,16/06/2019
11185885,1613244,Manhattan,East Village,Entire home/apt,110,12/08/2018
11186765,58234433,Queens,Sunnyside,Private room,129,16/06/2019
11187353,3285470,Brooklyn,Cobble Hill,Entire home/apt,190,22/06/2019
11187722,2772230,Manhattan,Hell's Kitchen,Entire home/apt,185,20/06/2019
11190303,35672187,Manhattan,East Village,Private room,108,21/06/2019
11190497,6980995,Manhattan,Civic Center,Private room,98,20/08/2017
11190701,1549512,Brooklyn,Bushwick,Private room,39,
11190831,18833883,Brooklyn,Bedford-Stuyvesant,Entire home/apt,145,30/06/2019
11191242,35320932,Manhattan,Gramercy,Entire home/apt,125,23/06/2016
11192547,58274544,Brooklyn,Crown Heights,Private room,85,13/02/2016
11194693,29510402,Bronx,Longwood,Entire home/apt,89,07/07/2019
11198278,2856748,Manhattan,Greenwich Village,Entire home/apt,245,
11199622,2856748,Manhattan,East Village,Entire home/apt,230,
11199645,22123619,Brooklyn,Crown Heights,Private room,43,21/10/2018
11204018,7678663,Brooklyn,Crown Heights,Private room,40,27/03/2016
11206278,15231059,Manhattan,Lower East Side,Private room,200,13/06/2019
11210604,58388047,Manhattan,Upper West Side,Private room,40,12/08/2018
11210829,58389790,Brooklyn,Bedford-Stuyvesant,Entire home/apt,85,
11211612,57069428,Brooklyn,Williamsburg,Private room,50,
11212414,58405281,Manhattan,Harlem,Entire home/apt,75,21/02/2016
11213418,34813079,Manhattan,Little Italy,Entire home/apt,255,
11216918,58437137,Manhattan,West Village,Entire home/apt,199,27/04/2016
11218995,24880134,Brooklyn,Prospect Heights,Private room,70,17/09/2016
11219289,58453451,Brooklyn,East New York,Private room,33,02/07/2019
11221362,58467654,Manhattan,Midtown,Private room,90,02/01/2017
11222221,18284376,Manhattan,West Village,Entire home/apt,150,
11223328,36656552,Manhattan,Lower East Side,Entire home/apt,229,14/06/2019
11224100,683203,Brooklyn,Prospect Heights,Private room,34,10/03/2016
11226811,16103591,Manhattan,Inwood,Entire home/apt,115,17/04/2018
11227558,58514808,Brooklyn,Williamsburg,Entire home/apt,171,01/07/2019
11228502,22420999,Queens,Richmond Hill,Private room,50,31/12/2018
11228512,58523861,Manhattan,Upper East Side,Private room,70,
11228611,20134231,Queens,Springfield Gardens,Private room,40,16/06/2019
11229663,56878925,Queens,Forest Hills,Private room,37,18/08/2018
11234747,24146326,Queens,Astoria,Shared room,1800,09/04/2017
11236273,219970,Brooklyn,Crown Heights,Private room,36,31/05/2019
11238715,26434803,Brooklyn,Bushwick,Private room,65,10/05/2016
11239207,33535733,Manhattan,Midtown,Private room,120,
11239248,12317978,Manhattan,East Village,Entire home/apt,135,09/09/2018
11240650,25713263,Manhattan,Upper West Side,Entire home/apt,2000,23/08/2016
11242469,17861935,Queens,Flushing,Entire home/apt,70,
11244921,24058309,Manhattan,Midtown,Entire home/apt,160,26/02/2016
11253351,55688014,Manhattan,Hell's Kitchen,Private room,70,
11254989,58730304,Manhattan,East Village,Entire home/apt,140,29/12/2016
11255694,181201,Brooklyn,Bedford-Stuyvesant,Private room,69,01/01/2019
11257497,56066134,Manhattan,Washington Heights,Entire home/apt,125,01/01/2017
11257690,29182025,Manhattan,Gramercy,Entire home/apt,700,22/06/2019
11259934,5440411,Brooklyn,Williamsburg,Private room,64,02/08/2017
11261146,58779931,Brooklyn,Williamsburg,Entire home/apt,250,02/01/2019
11271036,8145820,Manhattan,East Harlem,Private room,30,24/02/2016
11272222,58857198,Bronx,Concourse Village,Private room,100,02/01/2017
11272815,1373616,Brooklyn,Williamsburg,Private room,40,
11276229,47481444,Manhattan,Gramercy,Private room,200,
11276513,10262436,Brooklyn,Park Slope,Private room,90,
11279590,22492254,Manhattan,Upper East Side,Entire home/apt,145,05/07/2019
11279820,22292023,Manhattan,Lower East Side,Entire home/apt,170,
11279847,525856,Brooklyn,Clinton Hill,Entire home/apt,70,04/07/2019
11281365,24258262,Manhattan,Washington Heights,Private room,70,30/06/2019
11281913,3040512,Manhattan,West Village,Entire home/apt,168,01/03/2016
11282208,1779599,Brooklyn,Bedford-Stuyvesant,Entire home/apt,195,16/08/2018
11282348,58931360,Manhattan,Upper West Side,Entire home/apt,250,06/07/2016
11282499,5408649,Manhattan,Hell's Kitchen,Private room,55,
11282788,3925093,Brooklyn,Prospect Heights,Entire home/apt,75,26/12/2016
11284520,4592263,Brooklyn,Bushwick,Private room,55,
11284626,7519175,Brooklyn,Bushwick,Private room,75,
11291712,25052740,Brooklyn,Bedford-Stuyvesant,Private room,50,17/01/2019
11293006,59007500,Manhattan,East Village,Private room,85,24/07/2016
11294566,59018284,Brooklyn,Bedford-Stuyvesant,Private room,28,25/04/2016
11295457,7055854,Manhattan,East Harlem,Private room,60,06/06/2019
11295918,4671389,Brooklyn,Prospect-Lefferts Gardens,Private room,70,
11296590,59032240,Manhattan,Chelsea,Entire home/apt,165,18/04/2019
11298300,4726696,Manhattan,Upper West Side,Entire home/apt,145,24/03/2016
11301136,59066199,Manhattan,Upper East Side,Entire home/apt,125,27/04/2019
11304325,59095370,Manhattan,West Village,Entire home/apt,250,25/02/2016
11304836,6761373,Brooklyn,Flatbush,Entire home/apt,69,13/04/2019
11305815,59105771,Manhattan,Inwood,Entire home/apt,140,27/12/2016
11305912,344035,Brooklyn,Prospect Heights,Private room,250,01/05/2019
11309973,2856748,Manhattan,East Village,Entire home/apt,278,
11311470,2856748,Manhattan,East Village,Entire home/apt,285,
11315999,5577926,Queens,Astoria,Private room,60,15/06/2019
11316570,3530018,Brooklyn,Bedford-Stuyvesant,Private room,30,02/01/2018
11317209,20527254,Brooklyn,Williamsburg,Private room,65,05/12/2016
11319227,51025844,Manhattan,Inwood,Shared room,29,15/06/2019
11320246,47625541,Manhattan,East Village,Private room,65,21/07/2016
11320482,24789838,Bronx,Kingsbridge,Private room,45,
11321187,59215698,Manhattan,Upper East Side,Entire home/apt,130,07/07/2019
11321484,59215650,Brooklyn,Williamsburg,Private room,75,
11322391,17824959,Brooklyn,Bushwick,Private room,50,21/04/2016
11322591,1525033,Brooklyn,Williamsburg,Entire home/apt,160,06/10/2017
11324531,31860430,Brooklyn,Greenpoint,Private room,65,
11324565,59070885,Manhattan,Upper East Side,Private room,39,16/04/2016
11325107,3417090,Manhattan,Gramercy,Entire home/apt,145,24/02/2019
11325635,404629,Brooklyn,Bedford-Stuyvesant,Entire home/apt,195,30/06/2019
11326009,13125944,Manhattan,Hell's Kitchen,Private room,79,21/05/2016
11334160,41616878,Brooklyn,Bushwick,Private room,50,31/05/2019
11334476,47515751,Manhattan,Inwood,Private room,35,24/03/2019
11334624,35095754,Manhattan,Lower East Side,Private room,325,21/06/2019
11335874,5650826,Manhattan,East Harlem,Private room,40,02/04/2016
11337187,22570120,Brooklyn,Williamsburg,Entire home/apt,95,09/02/2019
11337913,3660628,Manhattan,Upper West Side,Private room,105,
11338529,59345189,Manhattan,Inwood,Private room,43,22/04/2018
11339109,58179165,Brooklyn,Williamsburg,Entire home/apt,225,07/10/2018
11339154,10990986,Manhattan,Upper West Side,Entire home/apt,175,07/04/2016
11341650,978580,Brooklyn,Bushwick,Private room,75,
11343196,5368671,Brooklyn,Cobble Hill,Entire home/apt,94,02/06/2019
11344203,26082446,Brooklyn,Bushwick,Private room,100,
11351798,29658310,Manhattan,Greenwich Village,Entire home/apt,200,18/05/2016
11352664,26024758,Manhattan,East Harlem,Entire home/apt,95,02/06/2019
11355476,49621731,Manhattan,Little Italy,Shared room,65,15/06/2019
11356941,7194539,Brooklyn,Williamsburg,Entire home/apt,349,30/06/2019
11357182,6369681,Brooklyn,Williamsburg,Private room,41,20/06/2016
11359026,59499901,Manhattan,Hell's Kitchen,Entire home/apt,200,02/01/2017
11359148,42389158,Brooklyn,Flatbush,Entire home/apt,85,06/07/2019
11359913,53356372,Manhattan,Gramercy,Entire home/apt,1200,
11360407,59509831,Brooklyn,Clinton Hill,Private room,150,17/06/2019
11360854,1565924,Manhattan,East Harlem,Private room,65,30/12/2016
11362569,59529529,Manhattan,Hell's Kitchen,Private room,110,30/06/2019
11363349,29392554,Manhattan,East Village,Private room,75,
11370047,6669178,Manhattan,Harlem,Private room,80,25/05/2019
11370207,12797993,Brooklyn,Bushwick,Private room,45,06/11/2016
11371099,59595517,Brooklyn,Bedford-Stuyvesant,Entire home/apt,83,16/06/2019
11371535,55618434,Bronx,Bronxdale,Private room,40,16/06/2019
11371773,22577148,Brooklyn,Bedford-Stuyvesant,Private room,79,30/06/2019
11371974,32974295,Brooklyn,Prospect Heights,Entire home/apt,70,
11372330,9777215,Manhattan,Harlem,Entire home/apt,177,22/06/2019
11373565,59609062,Brooklyn,Williamsburg,Private room,60,
11374387,4275336,Manhattan,Upper West Side,Entire home/apt,190,20/09/2016
11374453,7605261,Manhattan,East Harlem,Entire home/apt,240,23/07/2017
11375631,58110428,Manhattan,Upper East Side,Entire home/apt,150,04/01/2017
11377233,42626435,Brooklyn,Bedford-Stuyvesant,Private room,31,28/05/2017
11377777,16969920,Manhattan,Morningside Heights,Entire home/apt,110,10/01/2017
11378048,4161553,Brooklyn,Gowanus,Entire home/apt,120,09/05/2016
11378564,5120972,Brooklyn,Greenpoint,Entire home/apt,176,26/06/2019
11381288,49021868,Manhattan,Lower East Side,Entire home/apt,199,03/01/2019
11387473,17598715,Brooklyn,Red Hook,Entire home/apt,200,
11389037,51425591,Brooklyn,Greenpoint,Private room,70,
11389773,59746634,Manhattan,Chelsea,Private room,65,
11391101,59756933,Brooklyn,Bushwick,Private room,60,19/03/2016
11396225,9585945,Manhattan,Harlem,Entire home/apt,140,08/11/2018
11396922,2821175,Brooklyn,Prospect Heights,Entire home/apt,150,30/04/2016
11397141,31284498,Brooklyn,Williamsburg,Entire home/apt,200,
11398939,4218873,Brooklyn,Sunset Park,Private room,55,31/03/2019
11399898,23590752,Manhattan,East Village,Entire home/apt,200,07/07/2019
11401884,59849677,Manhattan,East Harlem,Private room,100,06/07/2019
11407817,9290968,Queens,Astoria,Entire home/apt,112,28/05/2017
11411361,57287881,Brooklyn,Williamsburg,Private room,45,
11411839,18873268,Brooklyn,Bedford-Stuyvesant,Private room,75,11/09/2016
11412104,59916586,Brooklyn,Williamsburg,Private room,45,02/04/2016
11412169,40744172,Manhattan,Midtown,Private room,499,
11412980,59922151,Brooklyn,Cobble Hill,Entire home/apt,160,30/06/2019
11414971,6705983,Queens,Jackson Heights,Entire home/apt,100,24/09/2017
11415455,20868549,Manhattan,East Village,Entire home/apt,175,21/05/2016
11419133,6034691,Manhattan,Chelsea,Private room,80,20/12/2016
11419512,59913399,Brooklyn,Williamsburg,Private room,60,20/11/2018
11419898,16098958,Manhattan,Financial District,Entire home/apt,175,07/05/2016
11420840,45404393,Queens,Jackson Heights,Private room,65,16/06/2019
11421477,1746436,Manhattan,West Village,Entire home/apt,159,27/05/2019
11421994,51276298,Queens,Ridgewood,Entire home/apt,118,16/06/2019
11422056,59996301,Queens,Maspeth,Entire home/apt,120,19/06/2019
11422779,7505413,Manhattan,Lower East Side,Private room,91,16/05/2019
11431526,1449155,Brooklyn,Carroll Gardens,Entire home/apt,125,05/07/2016
11431871,60059749,Brooklyn,Crown Heights,Private room,55,26/07/2017
11433561,3395433,Manhattan,East Village,Entire home/apt,175,02/06/2019
11434339,60077790,Manhattan,Harlem,Private room,100,
11434570,5162192,Manhattan,Upper West Side,Entire home/apt,140,03/03/2019
11434848,12925391,Manhattan,Harlem,Private room,55,
11435529,30545042,Brooklyn,Gowanus,Private room,40,22/03/2016
11435936,16098958,Manhattan,Theater District,Entire home/apt,180,09/06/2018
11436132,217922,Queens,Long Island City,Entire home/apt,110,17/05/2019
11437634,25194025,Queens,Astoria,Entire home/apt,90,28/06/2019
11437792,354385,Brooklyn,Williamsburg,Private room,50,12/02/2017
11438189,4422962,Brooklyn,Bedford-Stuyvesant,Entire home/apt,135,21/05/2019
11439208,9896078,Brooklyn,Williamsburg,Private room,60,03/01/2017
11439224,60112093,Manhattan,Kips Bay,Private room,200,08/12/2017
11440252,1721738,Manhattan,Upper East Side,Private room,90,21/05/2019
11441498,26104727,Manhattan,Upper West Side,Entire home/apt,180,
11441692,6501137,Manhattan,West Village,Entire home/apt,228,01/01/2017
11442506,24405972,Manhattan,Upper West Side,Entire home/apt,250,02/01/2019
11442670,60145132,Queens,Jamaica,Private room,40,08/10/2016
11444671,60163700,Manhattan,Harlem,Private room,65,24/05/2019
11450373,2856748,Manhattan,West Village,Entire home/apt,188,01/11/2016
11451070,31500454,Manhattan,Morningside Heights,Entire home/apt,130,04/03/2016
11451660,2266717,Brooklyn,Greenpoint,Entire home/apt,140,06/01/2019
11452070,17038671,Manhattan,West Village,Private room,130,27/07/2018
11452547,1621363,Brooklyn,Boerum Hill,Entire home/apt,300,13/01/2019
11452989,12531773,Manhattan,Harlem,Private room,50,16/06/2019
11453029,22169347,Brooklyn,Crown Heights,Entire home/apt,75,27/08/2018
11453784,2119276,Manhattan,Chelsea,Entire home/apt,200,14/06/2019
11455372,16245414,Brooklyn,Bushwick,Entire home/apt,250,11/03/2018
11456047,60239797,Queens,Elmhurst,Private room,100,
11456592,60244293,Brooklyn,Bedford-Stuyvesant,Entire home/apt,112,21/06/2019
11456821,9419684,Manhattan,Hell's Kitchen,Entire home/apt,230,
11457413,16098958,Manhattan,Financial District,Entire home/apt,170,22/04/2017
11457547,16589150,Manhattan,East Village,Private room,79,17/06/2016
11457577,45033175,Manhattan,Hell's Kitchen,Private room,125,
11458818,16098958,Manhattan,Theater District,Entire home/apt,285,16/12/2018
11458973,9419684,Manhattan,Hell's Kitchen,Entire home/apt,421,
11459084,20175896,Manhattan,Lower East Side,Private room,110,22/04/2019
11459958,60266817,Brooklyn,Williamsburg,Entire home/apt,690,23/06/2019
11460993,60278793,Manhattan,Harlem,Entire home/apt,169,17/06/2019
11461331,12981247,Brooklyn,Crown Heights,Private room,60,01/04/2016
11461524,16919101,Brooklyn,Greenpoint,Private room,70,12/10/2018
11461798,60281397,Manhattan,Upper West Side,Private room,150,08/05/2019
11462440,14076492,Manhattan,Upper West Side,Private room,120,
11462944,46453731,Manhattan,Harlem,Entire home/apt,140,
11465084,48870027,Manhattan,East Village,Entire home/apt,160,11/06/2019
11470210,60346942,Brooklyn,Bedford-Stuyvesant,Private room,50,28/05/2019
11474664,15145474,Queens,Ozone Park,Entire home/apt,120,05/06/2019
11474808,1524765,Brooklyn,Clinton Hill,Entire home/apt,140,07/08/2016
11477869,60401178,Brooklyn,Gowanus,Entire home/apt,619,21/04/2019
11478813,60409176,Manhattan,Flatiron District,Entire home/apt,600,26/05/2019
11479334,24031106,Manhattan,Harlem,Entire home/apt,76,03/09/2017
11480835,7990995,Brooklyn,Bushwick,Private room,35,
11481037,60294559,Manhattan,Midtown,Shared room,75,01/01/2018
11481639,51278789,Queens,Corona,Private room,40,11/05/2019
11483117,60446325,Brooklyn,Clinton Hill,Private room,54,05/06/2019
11484489,10174622,Manhattan,Nolita,Entire home/apt,140,07/07/2019
11484596,2856748,Manhattan,Hell's Kitchen,Entire home/apt,225,
11486357,27378293,Manhattan,Harlem,Private room,87,30/11/2018
11486601,4964682,Manhattan,Marble Hill,Entire home/apt,131,15/06/2019
11488593,2856748,Manhattan,Midtown,Entire home/apt,198,
11490215,8536366,Manhattan,Morningside Heights,Entire home/apt,450,24/06/2019
11490744,24743701,Brooklyn,Prospect-Lefferts Gardens,Entire home/apt,175,23/06/2019
11491051,60500336,Manhattan,Murray Hill,Entire home/apt,100,01/04/2016
11491696,60502606,Manhattan,Upper West Side,Entire home/apt,250,
11493255,60516459,Manhattan,Upper West Side,Private room,280,18/06/2019
11495721,51646459,Brooklyn,Bedford-Stuyvesant,Entire home/apt,135,01/01/2017
11495792,60535622,Brooklyn,Crown Heights,Entire home/apt,2100,
11495797,60535711,Manhattan,Midtown,Entire home/apt,1100,16/05/2019
11496210,15145474,Queens,Ozone Park,Entire home/apt,87,10/06/2019
11496607,60542135,Manhattan,Harlem,Entire home/apt,165,17/06/2019
11496968,831572,Brooklyn,Fort Greene,Entire home/apt,170,16/10/2016
11497795,6067526,Queens,Jackson Heights,Private room,50,
11497938,60501531,Bronx,Spuyten Duyvil,Entire home/apt,79,30/07/2016
11503335,6502531,Manhattan,Chelsea,Private room,84,27/08/2018
11503509,60596749,Manhattan,Morningside Heights,Entire home/apt,375,06/09/2016
11505981,60615372,Manhattan,Upper East Side,Entire home/apt,135,03/01/2018
11506248,923791,Brooklyn,South Slope,Private room,125,19/10/2017
11509497,60639864,Brooklyn,Bedford-Stuyvesant,Private room,79,19/06/2019
11511431,23901404,Manhattan,Harlem,Entire home/apt,165,07/07/2019
11511466,1827164,Manhattan,Upper East Side,Entire home/apt,300,18/10/2016
11511592,17752872,Manhattan,Harlem,Private room,45,26/04/2016
11512962,2119276,Manhattan,Midtown,Entire home/apt,400,11/12/2016
11513480,47105925,Brooklyn,Crown Heights,Private room,40,23/03/2016
11514023,50462669,Manhattan,Upper West Side,Private room,60,15/04/2016
11514756,60688035,Manhattan,Midtown,Private room,250,15/06/2019
11514862,54772069,Brooklyn,Crown Heights,Private room,55,
11521447,19249692,Manhattan,Chinatown,Entire home/apt,199,06/07/2019
11522815,60753668,Brooklyn,Williamsburg,Entire home/apt,130,29/06/2018
11524437,21937063,Manhattan,East Harlem,Private room,44,03/06/2019
11526590,576387,Manhattan,Nolita,Entire home/apt,200,17/10/2016
11526684,21960625,Queens,Flushing,Entire home/apt,90,25/03/2016
11526771,15152746,Manhattan,Gramercy,Private room,139,
11528951,1141610,Brooklyn,Crown Heights,Entire home/apt,250,
11529142,149430,Manhattan,East Harlem,Entire home/apt,120,01/07/2019
11529406,14406362,Brooklyn,Bay Ridge,Entire home/apt,100,23/10/2017
11529467,60802539,Brooklyn,Crown Heights,Entire home/apt,133,
11530901,42535703,Manhattan,East Harlem,Private room,120,
11531130,740029,Brooklyn,Williamsburg,Entire home/apt,100,13/03/2016
11531154,27906470,Manhattan,Chelsea,Private room,70,
11531322,60817772,Brooklyn,Sunset Park,Entire home/apt,200,12/08/2016
11531744,420399,Manhattan,Upper East Side,Private room,89,29/06/2019
11532023,60821050,Brooklyn,Williamsburg,Private room,75,30/03/2016
11532518,24319977,Manhattan,East Village,Entire home/apt,200,
11534035,11670284,Manhattan,Upper East Side,Private room,90,08/06/2019
11535506,7539044,Manhattan,SoHo,Private room,190,08/04/2019
11542467,52203920,Manhattan,Washington Heights,Entire home/apt,150,30/06/2019
11543453,25237492,Manhattan,Washington Heights,Entire home/apt,85,10/11/2018
11544438,35664937,Manhattan,Lower East Side,Private room,65,01/10/2016
11544577,25237492,Manhattan,Washington Heights,Entire home/apt,110,01/12/2018
11544648,60915621,Manhattan,Chinatown,Shared room,70,29/06/2019
11545797,8167445,Brooklyn,Bedford-Stuyvesant,Private room,55,10/11/2017
11546462,44357881,Manhattan,Midtown,Private room,75,
11546806,13125944,Manhattan,Hell's Kitchen,Private room,59,19/03/2016
11547077,8200984,Brooklyn,Park Slope,Entire home/apt,200,02/01/2018
11547246,22551065,Manhattan,Lower East Side,Private room,85,16/05/2016
11547352,36625256,Brooklyn,Bushwick,Private room,85,
11548744,55601638,Queens,Long Island City,Entire home/apt,158,10/07/2016
11549676,27751504,Brooklyn,Kensington,Private room,35,30/04/2018
11549838,697442,Brooklyn,East Flatbush,Private room,57,07/07/2019
11552389,18002193,Manhattan,Hell's Kitchen,Entire home/apt,138,04/07/2019
11552402,60990988,Manhattan,Harlem,Entire home/apt,90,19/06/2019
11553357,3483450,Brooklyn,Bedford-Stuyvesant,Entire home/apt,125,01/07/2019
11553360,42619297,Brooklyn,Fort Greene,Entire home/apt,999,02/06/2019
11553426,39226206,Manhattan,East Harlem,Entire home/apt,225,05/06/2016
11553543,26138712,Queens,Ditmars Steinway,Private room,45,01/01/2017
11553765,10558652,Manhattan,Chinatown,Private room,150,06/04/2019
11553908,61003876,Manhattan,Upper East Side,Entire home/apt,150,19/03/2018
11554224,56043282,Manhattan,Upper West Side,Entire home/apt,140,01/07/2017
11554255,60126047,Queens,Jamaica,Private room,40,15/10/2017
11557387,2856748,Manhattan,Midtown,Entire home/apt,205,
11558167,2856748,Manhattan,Murray Hill,Entire home/apt,190,
11563821,10307134,Manhattan,Chelsea,Private room,110,16/06/2019
11564373,52997121,Queens,Jamaica,Entire home/apt,150,30/06/2019
11564448,33856311,Manhattan,Upper East Side,Entire home/apt,100,
11564960,61088024,Manhattan,Upper East Side,Entire home/apt,75,
11565841,60687546,Brooklyn,Prospect-Lefferts Gardens,Entire home/apt,115,21/06/2019
11566601,61099962,Brooklyn,Prospect Heights,Private room,50,
11567121,11523568,Manhattan,West Village,Entire home/apt,190,25/11/2018
11567179,10929225,Queens,Ridgewood,Private room,60,24/08/2016
11567796,48024019,Manhattan,Midtown,Entire home/apt,200,
11567815,1253313,Queens,Astoria,Entire home/apt,90,31/12/2018
11568026,5333348,Manhattan,Tribeca,Entire home/apt,500,
11569227,1432593,Brooklyn,Bushwick,Entire home/apt,115,03/07/2019
11569560,55504410,Manhattan,Murray Hill,Entire home/apt,140,
11571180,48202082,Manhattan,East Harlem,Private room,50,
11573269,11764237,Manhattan,Kips Bay,Entire home/apt,135,04/04/2016
11573292,59493714,Manhattan,East Village,Private room,109,
11573695,7041668,Brooklyn,Crown Heights,Private room,60,
11574674,61175876,Brooklyn,Bushwick,Entire home/apt,148,30/06/2019
11574785,3867,Manhattan,Chinatown,Private room,95,02/07/2019
11575073,60346942,Brooklyn,Bedford-Stuyvesant,Private room,50,30/05/2019
11575101,61175876,Brooklyn,Bushwick,Entire home/apt,79,01/07/2019
11580884,59075666,Brooklyn,Williamsburg,Private room,50,07/09/2018
11581420,61229318,Manhattan,Morningside Heights,Private room,40,23/03/2016
11581737,196298,Manhattan,Upper West Side,Entire home/apt,101,08/01/2019
11582123,130023,Brooklyn,Bedford-Stuyvesant,Entire home/apt,135,11/06/2019
11583439,5466759,Manhattan,Midtown,Private room,99,
11584288,61252195,Brooklyn,Williamsburg,Private room,95,
11584340,10563705,Manhattan,Washington Heights,Entire home/apt,110,
11587722,5099080,Manhattan,Upper West Side,Entire home/apt,299,15/09/2017
11587779,27125291,Manhattan,Upper West Side,Private room,79,21/05/2017
11587997,40470433,Manhattan,Lower East Side,Private room,52,
11588003,4732500,Manhattan,Upper West Side,Entire home/apt,95,
11589391,17862696,Brooklyn,Gowanus,Entire home/apt,295,30/04/2017
11589713,15524268,Brooklyn,Williamsburg,Private room,65,
11589895,50760546,Manhattan,Midtown,Entire home/apt,110,02/04/2018
11590055,50760546,Manhattan,Midtown,Entire home/apt,215,19/02/2017
11591118,49413208,Brooklyn,Fort Hamilton,Entire home/apt,100,27/08/2018
11591276,23387829,Manhattan,Upper East Side,Entire home/apt,450,
11591364,2487433,Brooklyn,Williamsburg,Entire home/apt,95,11/06/2019
11591798,51528392,Brooklyn,Crown Heights,Entire home/apt,140,01/07/2019
11593365,10703999,Manhattan,Chinatown,Entire home/apt,220,
11595172,2856748,Manhattan,Midtown,Entire home/apt,355,
11595739,2856748,Manhattan,Midtown,Entire home/apt,185,
11596767,2856748,Manhattan,Murray Hill,Entire home/apt,297,30/06/2016
11602050,61391963,Manhattan,Upper East Side,Entire home/apt,133,19/01/2019
11602485,39123185,Manhattan,Hell's Kitchen,Private room,100,
11602574,16899697,Manhattan,Lower East Side,Private room,250,02/01/2017
11603201,7982432,Queens,Long Island City,Private room,65,18/04/2016
11603743,13031745,Brooklyn,Williamsburg,Private room,50,01/07/2018
11603913,16098958,Manhattan,Upper West Side,Entire home/apt,135,18/03/2019
11604307,14933972,Brooklyn,Bedford-Stuyvesant,Private room,80,08/06/2019
11604885,28369674,Brooklyn,Williamsburg,Private room,69,02/07/2019
11605693,61420312,Manhattan,Two Bridges,Private room,75,10/06/2019
11605983,12352188,Brooklyn,Boerum Hill,Entire home/apt,125,10/07/2017
11609108,61391963,Manhattan,Little Italy,Entire home/apt,142,13/03/2019
11609114,50556696,Manhattan,Kips Bay,Entire home/apt,200,
11610515,19479273,Brooklyn,Bushwick,Private room,45,
11611298,56372211,Manhattan,Gramercy,Private room,97,01/07/2019
11611809,1143620,Manhattan,Murray Hill,Entire home/apt,229,23/03/2016
11617815,1265437,Manhattan,Hell's Kitchen,Entire home/apt,175,23/06/2019
11618338,4829797,Brooklyn,Williamsburg,Private room,63,18/03/2016
11618854,37312959,Queens,East Elmhurst,Private room,45,01/07/2019
11619745,61391963,Manhattan,Hell's Kitchen,Entire home/apt,185,30/11/2018
11619832,51446803,Manhattan,Harlem,Shared room,50,06/07/2019
11619987,61391963,Manhattan,Little Italy,Entire home/apt,175,31/07/2018
11620062,61391963,Manhattan,Kips Bay,Entire home/apt,133,15/04/2019
11620118,55468128,Brooklyn,Windsor Terrace,Private room,62,04/07/2019
11620821,58234433,Queens,Sunnyside,Private room,90,13/06/2019
11624287,23607758,Brooklyn,Cobble Hill,Private room,99,22/06/2019
11624421,20114391,Brooklyn,Fort Greene,Private room,61,21/08/2018
11624694,2666654,Queens,Ditmars Steinway,Entire home/apt,120,29/06/2019
11625684,1172202,Queens,Ditmars Steinway,Private room,100,09/06/2019
11627123,43128266,Manhattan,Washington Heights,Shared room,32,15/11/2018
11627443,61601216,Manhattan,Upper East Side,Private room,80,17/04/2017
11632924,4383413,Brooklyn,East Flatbush,Entire home/apt,90,02/01/2017
11633801,28808966,Brooklyn,Crown Heights,Entire home/apt,180,
11634575,61382075,Manhattan,Washington Heights,Private room,65,22/05/2017
11634797,4187747,Bronx,Riverdale,Private room,49,01/01/2017
11635717,61382075,Manhattan,Washington Heights,Entire home/apt,100,23/05/2016
11636784,22686950,Brooklyn,Bushwick,Entire home/apt,380,17/06/2019
11637578,61684714,Manhattan,Washington Heights,Private room,26,
11638302,524597,Manhattan,Washington Heights,Entire home/apt,100,01/01/2017
11638339,1547578,Manhattan,East Village,Private room,90,20/04/2017
11639083,25141383,Manhattan,Lower East Side,Private room,89,
11639297,61699814,Bronx,Kingsbridge,Private room,35,08/06/2019
11639940,2375701,Brooklyn,Greenpoint,Private room,66,12/03/2016
11640318,1709718,Manhattan,Midtown,Private room,285,02/01/2019
11640637,34220831,Manhattan,Morningside Heights,Private room,46,29/07/2016
11641258,61719199,Manhattan,Flatiron District,Entire home/apt,275,01/01/2018
11646497,21480710,Brooklyn,Bedford-Stuyvesant,Private room,89,
11649223,254650,Manhattan,Harlem,Entire home/apt,250,08/04/2016
11649232,2483628,Brooklyn,Williamsburg,Entire home/apt,200,19/06/2019
11650429,2422648,Brooklyn,Prospect Heights,Entire home/apt,175,16/12/2018
11650863,61800014,Manhattan,Lower East Side,Entire home/apt,140,23/06/2019
11651283,61391963,Manhattan,Upper East Side,Entire home/apt,133,21/12/2018
11651455,61391963,Manhattan,Midtown,Entire home/apt,150,31/01/2019
11651505,61804662,Queens,Flushing,Private room,55,18/06/2019
11651554,61391963,Manhattan,Greenwich Village,Entire home/apt,142,27/05/2019
11651929,3927655,Manhattan,Washington Heights,Entire home/apt,95,18/03/2016
